"","title","type","release_year","age_certification","runtime","genres","production_countries","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"3227","Jiu Jitsu","MOVIE",2020,"R",102,"['action', 'scifi', 'fantasy', 'thriller', 'comedy']","['US', 'CY']",2.9,8693,96.709,5,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"3228","American Murder: The Family Next Door","MOVIE",2020,"R",83,"['documentation', 'thriller', 'crime']","['US']",7.2,27193,11.309,7.3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3231","Atlantics","MOVIE",2019,"PG-13",106,"['fantasy', 'drama', 'romance']","['BE', 'FR', 'SN']",6.7,9405,11.349,6.7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"3236","Rim of the World","MOVIE",2019,"PG",99,"['scifi', 'action', 'comedy']","['US']",5.2,23987,22.933,6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3238","The Vanished","MOVIE",2020,"R",115,"['thriller', 'action', 'crime']","['US']",5.7,10378,13.281,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"3239","2 Hearts","MOVIE",2020,"PG-13",100,"['drama', 'romance']","['US']",6.2,3801,16.578,7.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3241","Avengement","MOVIE",2019,"",90,"['action', 'crime', 'thriller']","['GB']",6.5,15685,17.407,6.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3242","A Shaun the Sheep Movie: Farmageddon","MOVIE",2019,"G",87,"['family', 'comedy', 'animation', 'fantasy', 'scifi']","['GB', 'FR']",6.8,13485,16.792,6.93,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1
"3244","The Edge of All We Know","MOVIE",2020,"",99,"['documentation']","['US']",6.6,2422,7.7,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3245","Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese","MOVIE",2019,"",142,"['documentation', 'music', 'history']","['US']",7.6,6730,9.859,7.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"3246","American Factory","MOVIE",2019,"",110,"['documentation']","['US']",7.4,21694,12.978,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3249","Wasp Network","MOVIE",2020,"R",128,"['thriller', 'drama', 'crime']","['BR', 'FR', 'ES', 'BE']",5.9,10368,10.195,6.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3250","Klaus","MOVIE",2019,"PG",96,"['fantasy', 'comedy', 'family', 'animation', 'european']","['ES']",8.1,143737,20.85,8.3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"3253","We Can Be Heroes","MOVIE",2020,"PG",97,"['fantasy', 'drama', 'family', 'action', 'comedy']","['US']",4.7,14759,72.986,6.2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
"3254","All the Bright Places","MOVIE",2020,"",108,"['romance', 'drama']","['US']",6.5,28355,81.765,7.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3255","The Last Blockbuster","MOVIE",2020,"",86,"['documentation']","['US']",6.7,5448,8.213,6.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3256","The Great Hack","MOVIE",2019,"",114,"['documentation', 'history']","['US']",7.1,22838,15.376,6.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3260","Night in Paradise","MOVIE",2020,"",131,"['thriller', 'drama', 'action', 'crime']","['KR']",6.7,6747,61.796,6.9,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3261","The Disciple","MOVIE",2020,"",128,"['drama', 'music']","['IN']",7.1,2567,3.49,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3265","The Boys in the Band","MOVIE",2020,"R",121,"['drama']","['US']",6.8,15376,11.082,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3266","Miss Americana","MOVIE",2020,"R",85,"['music', 'documentation']","['US']",7.4,19482,16.672,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3269","The Forty-Year-Old Version","MOVIE",2020,"R",123,"['comedy', 'drama', 'music']","['US']",7.2,5003,11.646,6.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3273","Audrey","MOVIE",2020,"PG",100,"['documentation', 'history']","['US', 'CH']",7.1,1960,8.723,7.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3275","Calm with Horses","MOVIE",2020,"",100,"['crime', 'drama']","['IE', 'GB']",6.8,5649,6.1,6.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3276","Skylines","MOVIE",2020,"R",113,"['scifi', 'action']","['FR', 'LT', 'GB']",4.7,8139,92.324,5.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"3278","Girl on the Third Floor","MOVIE",2019,"",93,"['horror', 'thriller', 'drama']","['US']",4.7,10005,10.168,5.3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3283","Vita & Virginia","MOVIE",2019,"",110,"['drama', 'romance', 'european']","['GB', 'IE']",5.7,3823,8.037,6.9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3284","Captain Underpants: Epic Choice-o-rama","MOVIE",2020,"",37,"['comedy', 'fantasy', 'family', 'animation', 'action', 'scifi']","['US']",6.4,80,4.5,8,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"3286","The Perfect Date","MOVIE",2019,"PG-13",93,"['romance', 'comedy']","['US']",5.8,38796,51.174,6.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3289","Love Wedding Repeat","MOVIE",2020,"",100,"['comedy', 'romance']","['GB', 'IT']",5.5,20412,10.708,5.66,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3290","Disclosure","MOVIE",2020,"",107,"['documentation']","['US']",8.2,5421,13.019,8.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3291","Framing John DeLorean","MOVIE",2019,"",109,"['drama', 'documentation']","['US']",6.5,2331,4.842,6.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3292","The Decline","MOVIE",2020,"R",83,"['thriller', 'action']","['CA']",6,8782,7.679,6.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3293","Patsy & Loretta","MOVIE",2019,"",88,"['music', 'drama']","['US']",6.8,1062,4.824,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3294","What Lies Below","MOVIE",2020,"",87,"['horror', 'thriller', 'scifi']","['US']",4.3,8290,35.418,5.4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"3295","The Sleepover","MOVIE",2020,"",103,"['action', 'comedy', 'family']","['US']",5.6,10399,9.88,6.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"3298","Magamuni","MOVIE",2019,"PG-13",157,"['drama', 'thriller', 'crime']","['IN']",7.8,2207,1.418,6.9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3301","Bill Burr: Paper Tiger","MOVIE",2019,"",67,"['comedy']","['GB', 'US']",8.1,10979,6.16,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3304","Sergio","MOVIE",2020,"R",118,"['drama', 'history', 'romance', 'documentation']","['JO', 'TH', 'US', 'AL']",6.2,9698,11.893,6.7,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"3305","The Lift Boy","MOVIE",2019,"",107,"['drama', 'comedy']","['IN']",7.1,2666,1.422,6.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3306","Made You Look: A True Story About Fake Art","MOVIE",2020,"",96,"['documentation', 'crime']","['CA']",7,4230,4.929,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3308","The Swarm","MOVIE",2020,"",101,"['horror', 'drama', 'fantasy', 'european']","['FR']",5.3,6892,11.418,5.817,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"3309","A Whisker Away","MOVIE",2020,"",104,"['fantasy', 'drama', 'romance', 'animation', 'family']","['JP']",6.7,9818,64.583,8,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
"3310","Fatima","MOVIE",2020,"PG-13",113,"['drama', 'war']","['PT', 'US']",6.5,3232,8.184,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"3311","Dave Chappelle: Sticks & Stones","MOVIE",2019,"R",65,"['comedy']","['US']",8.4,26075,7.885,7.646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3315","Tell Me Who I Am","MOVIE",2019,"",85,"['thriller', 'documentation', 'drama']","['GB']",7.6,14466,6.542,7.5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3317","Concrete Cowboy","MOVIE",2020,"R",111,"['western', 'drama']","['US', 'GB']",6.3,8660,8.139,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"3318","Live Twice, Love Once","MOVIE",2019,"",101,"['comedy', 'drama', 'european']","['ES']",7.2,6588,14.209,7.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3321","Uncorked","MOVIE",2020,"",104,"['drama', 'comedy']","['US']",6.4,5588,8.757,6.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3327","Poms","MOVIE",2019,"PG-13",91,"['comedy', 'drama', 'sport']","['GB', 'US']",6,6274,9.696,6.6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"3328","Barbie: Princess Adventure","MOVIE",2020,"G",71,"['animation', 'family']","['US']",5.5,474,79.617,7.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"3329","Nobody Sleeps in the Woods Tonight","MOVIE",2020,"",102,"['horror', 'thriller', 'drama', 'romance', 'fantasy', 'european']","['PL']",4.9,11603,91.502,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
"3330","The Reason I Jump","MOVIE",2020,"",82,"['documentation', 'drama']","['US', 'GB']",7.5,835,2.638,7.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3331","Violet Evergarden: The Movie","MOVIE",2020,"PG",140,"['fantasy', 'animation', 'drama', 'romance']","['JP']",8.3,6099,19.795,8.5,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
"3335","Jo Koy: Comin’ In Hot","MOVIE",2019,"",60,"['comedy']","['US']",7.3,1049,2.53,7.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3337","The Operative","MOVIE",2019,"",120,"['thriller', 'drama', 'action']","['IL', 'US', 'FR', 'DE']",5.7,6250,18.028,5.7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3342","See You Yesterday","MOVIE",2019,"",86,"['scifi', 'thriller', 'action', 'crime', 'drama']","['US']",5.2,10725,7.583,5.6,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3343","The Willoughbys","MOVIE",2020,"PG",92,"['comedy', 'fantasy', 'animation', 'drama', 'family']","['CA']",6.3,18662,22.543,7.1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"3347","Close","MOVIE",2019,"R",95,"['action', 'thriller', 'drama']","['US', 'GB']",5.7,24755,17.405,5.82,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3349","The Silence of Others","MOVIE",2019,"",95,"['documentation', 'history', 'european']","['US', 'CA', 'FR', 'ES']",8,2096,9.886,8.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3350","Cuties","MOVIE",2020,"NC-17",96,"['drama', 'european']","['FR']",3.4,30338,10.271,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3352","An Easy Girl","MOVIE",2019,"",92,"['comedy', 'drama', 'european']","['FR']",5.6,5045,16.345,5.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3353","Nate Bargatze: The Tennessee Kid","MOVIE",2019,"",60,"['comedy']","['US']",7.6,1835,2.578,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3354","The Babysitter: Killer Queen","MOVIE",2020,"R",101,"['comedy', 'horror']","['US']",5.8,38684,83.924,6.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3360","Tall Girl","MOVIE",2019,"PG",101,"['comedy', 'drama', 'romance', 'family']","['US']",5.2,23452,25.358,6.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"3361","Cadaver","MOVIE",2020,"",86,"['thriller', 'horror', 'drama']","['FI', 'NO']",5.1,9860,39.028,5.6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3366","Let It Snow","MOVIE",2019,"PG-13",93,"['romance', 'comedy']","['US']",5.8,21828,14.599,6.101,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3368","Holidate","MOVIE",2020,"",104,"['romance', 'comedy']","['US']",6.1,63070,13.344,7.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3369","Sightless","MOVIE",2020,"",89,"['drama', 'thriller']","['US']",5.5,8368,9.633,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3370","The Last Thing He Wanted","MOVIE",2020,"R",116,"['thriller', 'crime', 'drama']","['GB', 'US']",4.3,15238,12.128,4.9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3371","ZZ Top: That Little Ol' Band from Texas","MOVIE",2019,"",91,"['music', 'documentation']","['GB']",7.5,1732,4.222,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3377","Super Deluxe","MOVIE",2019,"NC-17",176,"['comedy', 'thriller', 'drama', 'action', 'crime']","['IN']",8.4,13680,7.084,7.8,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3378","System Crasher","MOVIE",2019,"",118,"['drama', 'european']","['DE']",7.8,12874,10.356,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3379","Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend","MOVIE",2020,"PG-13",80,"['comedy', 'scifi', 'romance']","['US']",6.9,5376,8.317,6.4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"3384","Jenny Slate: Stage Fright","MOVIE",2019,"",66,"['comedy', 'reality']","['US']",5.8,1291,3.462,5.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3388","Lying and Stealing","MOVIE",2019,"R",100,"['crime', 'drama', 'comedy']","['US']",5.4,5818,20.588,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3389","I'm No Longer Here","MOVIE",2019,"",112,"['drama']","['MX', 'US']",7.3,7918,17.342,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3390","Children of the Sea","MOVIE",2019,"",110,"['thriller', 'animation', 'fantasy', 'action', 'scifi', 'drama', 'family']","['JP']",6.5,2850,17.945,7.2,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1
"3393","9to5: The Story of A Movement","MOVIE",2020,"",89,"['documentation', 'history']","['US']",7.4,238,1.777,6.8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3395","To All the Boys: P.S. I Still Love You","MOVIE",2020,"PG-13",102,"['romance', 'comedy', 'drama']","['US']",6,37471,38.468,6.898,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3398","Hubie Halloween","MOVIE",2020,"PG-13",103,"['horror', 'comedy', 'thriller', 'fantasy']","['US']",5.2,48575,18.454,6,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3400","Vampires vs. the Bronx","MOVIE",2020,"PG-13",86,"['comedy', 'horror']","['US']",5.6,9815,11.147,5.9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3403","The Coldest Game","MOVIE",2019,"",104,"['thriller', 'history', 'sport', 'european']","['PL']",6.2,10749,9.345,6.2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"3404","Anthony Jeselnik: Fire in the Maternity Ward","MOVIE",2019,"",64,"['comedy']","['US']",7.2,3605,4.278,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3411","The Stand In","MOVIE",2020,"R",97,"['comedy', 'drama']","['US']",4.7,3439,7.135,5.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3412","Earthquake Bird","MOVIE",2019,"R",107,"['romance', 'thriller', 'crime', 'drama']","['GB', 'JP']",5.9,14519,10.326,5.9,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"3413","Falling Inn Love","MOVIE",2019,"",98,"['romance', 'comedy']","['US']",5.6,19559,19.061,6.529,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3414","The Wedding Guest","MOVIE",2019,"R",96,"['thriller']","['IN', 'GB']",5.8,5678,6.608,5.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3415","Miles Davis: Birth of the Cool","MOVIE",2019,"",116,"['documentation', 'music']","['US']",7.4,1771,4.877,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3421","Altered Carbon: Resleeved","MOVIE",2020,"",75,"['scifi', 'animation', 'crime', 'drama', 'thriller', 'action']","['JP']",6.5,6127,81.179,6.5,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
"3422","Have a Good Trip: Adventures in Psychedelics","MOVIE",2020,"",85,"['documentation', 'comedy']","['US']",6.8,7707,12.231,6.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3427","Invader ZIM: Enter the Florpus","MOVIE",2019,"",71,"['drama', 'animation', 'action', 'family', 'fantasy', 'comedy', 'scifi', 'thriller', 'horror']","['US']",7.4,5796,10.288,7.6,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0
"3428","Forensic","MOVIE",2020,"PG-13",134,"['crime', 'thriller']","['IN']",6.8,5124,5.848,6.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3431","The Fable","MOVIE",2019,"",123,"['comedy', 'action']","['JP']",6.5,1838,3.501,6.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"3433","How High 2","MOVIE",2019,"",89,"['comedy']","['US']",3,1123,17.294,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3434","Violet Evergarden: Eternity and the Auto Memories Doll","MOVIE",2019,"",90,"['family', 'animation', 'drama', 'fantasy']","['JP']",7.4,4692,21.408,8.2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"3437","The Stronghold","MOVIE",2020,"",105,"['crime', 'thriller', 'action', 'european']","['FR']",6.9,10013,100.742,7.479,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3440","Coded Bias","MOVIE",2020,"",86,"['documentation']","['US', 'CN', 'GB']",6.7,2311,3.365,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3441","The Kindness of Strangers","MOVIE",2019,"",114,"['drama', 'european']","['US', 'FR', 'SE', 'GB', 'DE', 'DK', 'CA']",6.4,3747,8.158,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3445","I Am Woman","MOVIE",2020,"",116,"['drama', 'music', 'romance', 'history']","['AU']",6.5,2296,15.377,6.9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
"3446","Bigfoot Family","MOVIE",2020,"G",97,"['animation', 'family']","['BE', 'FR']",5.8,2723,12.91,7.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"3448","Death of Me","MOVIE",2020,"R",95,"['horror', 'thriller']","['US', 'TH']",4.4,6176,36.207,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3452","Lost Bullet","MOVIE",2020,"",92,"['thriller', 'action', 'crime']","['BE', 'FR']",6.3,9479,12.144,6.7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3454","Screwball","MOVIE",2019,"",105,"['history', 'documentation']","['US']",7.1,1713,4.692,6.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3455","Tigertail","MOVIE",2020,"PG",91,"['drama']","['US']",6.6,3589,6.618,6.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3456","A Fall from Grace","MOVIE",2020,"",120,"['thriller', 'drama', 'fantasy']","['US']",5.8,15341,13.235,7.091,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3457","Ghosts of War","MOVIE",2020,"R",94,"['war', 'fantasy', 'horror', 'thriller']","['GB']",5.5,9953,37.368,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
"3458","Under the Eiffel Tower","MOVIE",2019,"",87,"['romance', 'comedy']","['US']",5.4,1031,4.634,5.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3462","Friendsgiving","MOVIE",2020,"R",95,"['comedy', 'drama']","['US']",4.4,2875,6.446,4.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3463","Jerry Seinfeld: 23 Hours to Kill","MOVIE",2020,"",60,"['comedy']","['US']",6.7,5128,4.296,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3464","Michelle Wolf: Joke Show","MOVIE",2019,"",59,"['comedy']","['US']",7.2,1621,3.234,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3465","Death to 2020","MOVIE",2020,"",71,"['comedy']","['GB', 'US']",6.8,38522,10.954,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3466","Lingua Franca","MOVIE",2020,"",95,"['drama']","['PH', 'US']",6.5,698,2.528,6.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3469","Article 15","MOVIE",2019,"",130,"['crime', 'drama', 'thriller']","['IN']",8.2,33033,6.181,7.7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3470","The Life Ahead","MOVIE",2020,"PG-13",94,"['drama', 'european']","['IT', 'US']",6.8,14170,13.394,6.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3472","Desperados","MOVIE",2020,"",105,"['comedy', 'romance']","['US']",5.2,10269,8.691,6.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3477","Dave Chappelle: The Kennedy Center Mark Twain Prize","MOVIE",2020,"",86,"['comedy']","['US']",7.4,2179,5.378,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3479","Becoming","MOVIE",2020,"PG",89,"['documentation']","['US']",6.8,6349,9.982,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3481","Sebastian Maniscalco: Stay Hungry","MOVIE",2019,"",65,"['comedy']","['US']",7,1324,2.991,6.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3482","Captain Underpants: Mega Blissmas","MOVIE",2020,"G",46,"['animation', 'comedy', 'family']","['US']",5.2,160,18.41,5.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"3488","Miracle in Cell No. 7","MOVIE",2019,"",132,"['drama']","['TR']",8.2,47771,65.548,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3491","The Occupant","MOVIE",2020,"R",103,"['thriller', 'european', 'horror', 'drama']","['ES']",6.4,17289,8.774,6.3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3496","Gabriel Iglesias: One Show Fits All","MOVIE",2019,"",90,"['comedy', 'documentation']","['US']",7.2,1830,5.845,6.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3497","Nikki Glaser: Bangin'","MOVIE",2019,"",63,"['comedy']","['US']",6.1,1669,4.226,6.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3500","The Sky Is Pink","MOVIE",2019,"",143,"['family', 'drama', 'romance']","['IN']",7.5,8664,6.395,7.8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"3504","Money Heist: The Phenomenon","MOVIE",2020,"",57,"['documentation']","['ES']",7.4,3482,43.094,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3506","Freaks – You're One of Us","MOVIE",2020,"NC-17",93,"['fantasy', 'thriller', 'drama', 'action', 'scifi']","['DE']",5.4,5809,11.865,5.7,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
"3515","Time to Hunt","MOVIE",2020,"",135,"['thriller', 'drama', 'action', 'scifi', 'crime']","['KR']",6.3,5621,14.681,7.2,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
"3519","Almost Love","MOVIE",2019,"",94,"['comedy', 'drama', 'romance']","['US']",5.7,1133,4.298,6.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3522","We Die Young","MOVIE",2019,"R",93,"['thriller', 'drama', 'action', 'crime', 'european']","['BG', 'US']",5.2,4181,17.605,6.9,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3523","Jo Koy: In His Elements","MOVIE",2020,"",55,"['comedy']","['US']",5.4,469,3.871,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3524","The Last Days of American Crime","MOVIE",2020,"",149,"['action', 'crime', 'thriller', 'scifi', 'drama']","['US']",3.7,11465,9.916,6.7,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"3525","Taylor Tomlinson: Quarter-Life Crisis","MOVIE",2020,"",61,"['comedy']","['US']",7.4,3791,4.627,7.266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3534","Human Nature","MOVIE",2019,"",107,"['documentation', 'thriller']","['US']",7.7,1608,3.416,7.2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3538","Benchwarmers 2: Breaking Balls","MOVIE",2019,"PG-13",90,"['comedy', 'sport']","['US']",4.1,967,6.37,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
