"","title","type","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","drama","comedy","documentation","horror","crime","action","thriller","fantasy","romance","history","scifi","animation","reality","sport","family","music","war","western","isNotUS"
"3198","Dark Desire","SHOW",2020,"TV-MA",34,"['thriller', 'drama']","['MX']",2,6.5,7420,122.06,7.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3200","The Circle","SHOW",2020,"TV-MA",52,"['reality']","['US']",5,7.2,6901,7.905,7.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3202","BEASTARS","SHOW",2019,"TV-MA",23,"['animation', 'drama', 'crime', 'fantasy', 'romance', 'thriller']","['JP']",2,7.7,9782,66.572,8.7,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1
"3203","Messiah","SHOW",2020,"TV-MA",45,"['drama', 'thriller']","['US']",1,7.6,42667,19.659,7.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3205","Get Organized with The Home Edit","SHOW",2020,"TV-PG",42,"['reality']","['US']",2,5.4,1506,6.857,6.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3206","Daybreak","SHOW",2019,"TV-MA",47,"['scifi', 'drama', 'fantasy', 'horror', 'action', 'comedy', 'thriller']","['US']",1,6.6,19654,18.304,7.3,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"3207","The Pharmacist","SHOW",2020,"TV-MA",54,"['documentation', 'crime']","['US']",1,7.7,7261,3.063,8.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3211","Blood of Zeus","SHOW",2020,"TV-MA",31,"['scifi', 'animation', 'action']","['US']",1,NA,NA,27.566,8.1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"3212","Schulz Saves America","SHOW",2020,"TV-MA",17,"['comedy']","['US']",1,7.3,1086,1.4,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3215","Northern Rescue","SHOW",2019,"TV-14",44,"['drama', 'family']","['CA']",1,6.9,4202,9.477,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"3216","Itaewon Class","SHOW",2020,"TV-MA",70,"['drama', 'romance']","['KR']",1,8.2,12780,36.591,8.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3223","Quicksand","SHOW",2019,"TV-MA",46,"['drama', 'crime', 'thriller']","['SE']",1,7.5,21276,16.469,7.3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3229","Start-Up","SHOW",2020,"TV-14",80,"['drama', 'comedy', 'romance']","['KR']",1,8.1,9697,32.075,8.4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3230","Sintonia","SHOW",2019,"TV-MA",44,"['drama', 'crime', 'music']","['BR']",3,6.6,1172,42.611,8.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3232","It's Okay to Not Be Okay","SHOW",2020,"TV-MA",76,"['drama', 'comedy', 'romance']","['KR']",1,8.6,22346,50.095,8.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3233","Her Private Life","SHOW",2019,"TV-14",75,"['comedy', 'drama', 'romance']","['KR']",2,7.7,3826,14.707,7.933,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3234","Equinox","SHOW",2020,"",46,"['scifi', 'drama']","['DK']",1,NA,NA,15.497,7.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3235","The Woods","SHOW",2020,"TV-MA",51,"['drama', 'thriller']","['PL']",1,NA,NA,6.208,7.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3237","Middleditch & Schwartz","SHOW",2020,"TV-MA",51,"['comedy']","['US']",1,8.6,5310,2.329,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3240","Bonding","SHOW",2019,"TV-MA",17,"['drama', 'comedy']","['US']",2,7.1,16027,19.49,7.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3243","Conversations with a Killer: The Ted Bundy Tapes","SHOW",2019,"TV-MA",59,"['documentation', 'crime', 'history']","['US']",1,7.8,27439,14.137,7.6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3247","Fear City: New York vs The Mafia","SHOW",2020,"TV-MA",52,"['crime', 'documentation']","['US']",1,7.1,7354,10.282,6.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3248","Inside Bill's Brain: Decoding Bill Gates","SHOW",2019,"TV-14",53,"['documentation']","['US']",1,7.9,10892,6.426,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3251","The Uncanny Counter","SHOW",2020,"TV-14",64,"['drama', 'thriller', 'action', 'fantasy', 'horror']","['KR']",1,8.1,6033,28.255,8.8,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"3252","GREAT PRETENDER","SHOW",2020,"TV-MA",23,"['drama', 'action', 'animation', 'comedy', 'crime']","['JP']",1,7.9,4902,13.641,7.6,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"3257","The Baker and the Beauty","SHOW",2020,"TV-14",32,"['comedy', 'drama', 'romance']","['US']",1,7.3,4270,8.545,8.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3258","V Wars","SHOW",2019,"TV-MA",42,"['scifi', 'drama', 'horror']","['US']",1,6,13745,19.7,7.7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3259","High Score","SHOW",2020,"TV-14",42,"['documentation', 'history']","['US']",1,7.4,7912,13.282,7.6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3262","Special","SHOW",2019,"TV-MA",22,"['comedy', 'drama']","['US']",2,7.6,9434,6.88,6.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3263","Street Food","SHOW",2019,"TV-G",31,"['documentation']","['US']",2,7.9,2760,4.101,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3264","Oh My Baby","SHOW",2020,"TV-14",68,"['comedy', 'family', 'drama', 'romance']","['KR']",1,7.2,213,4.131,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"3267","High Seas","SHOW",2019,"TV-MA",42,"['crime', 'drama', 'comedy']","['ES']",4,6.8,7359,20.911,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3268","Chambers","SHOW",2019,"TV-MA",44,"['drama', 'thriller', 'fantasy', 'horror']","['US']",1,6.4,8455,13.586,6.8,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"3270","The Letter for the King","SHOW",2020,"TV-PG",47,"['action', 'family', 'fantasy', 'scifi']","['GB']",1,5.9,7468,8.039,7.1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
"3271","Lies and Deceit","SHOW",2020,"",49,"['thriller']","['ES']",1,NA,NA,5.086,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3272","Transformers: War for Cybertron: Siege","SHOW",2020,"TV-14",19,"['scifi', 'action', 'animation']","['US']",3,NA,NA,30.394,7.6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"3274","The Devil Next Door","SHOW",2019,"TV-MA",46,"['crime', 'documentation', 'history']","['US', 'IL']",1,7.6,13370,6.571,7.2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3277","White Lines","SHOW",2020,"TV-MA",55,"['drama', 'thriller', 'crime']","['GB']",1,6.6,16768,14.393,6.8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3279","Spinning Out","SHOW",2020,"TV-MA",49,"['drama', 'sport']","['US']",1,7.6,14066,14.067,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3280","Tales of the City","SHOW",2019,"TV-MA",56,"['drama']","['US']",1,7.4,7930,10.445,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3281","Stateless","SHOW",2020,"TV-14",53,"['drama']","['AU']",1,7.5,9327,8.085,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3282","Power Rangers Beast Morphers","SHOW",2019,"TV-Y7",22,"['action', 'animation', 'scifi', 'thriller', 'comedy', 'drama', 'fantasy']","['ES']",2,6.5,602,1.802,9.7,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1
"3285","Darwin's Game","SHOW",2020,"TV-14",25,"['action', 'scifi', 'animation', 'thriller', 'drama']","['JP']",1,7.2,2440,14.208,7.86,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
"3287","Osmosis","SHOW",2019,"TV-MA",42,"['drama', 'scifi', 'romance']","['FR']",1,5.7,3041,8.783,5.9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"3288","Tidying Up with Marie Kondo","SHOW",2019,"TV-PG",40,"['reality']","['US']",1,6.6,3568,4.47,6.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3297","Selena: The Series","SHOW",2020,"TV-PG",38,"['drama', 'music']","['US']",2,6.9,4505,45.91,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3299","LEGO City Adventures","SHOW",2019,"TV-Y7",13,"['animation', 'action', 'comedy', 'family']","['US']",4,6.7,194,7.24,7.4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"3300","Dash & Lily","SHOW",2020,"TV-14",25,"['drama', 'comedy', 'romance']","['US']",1,7.5,16978,16.738,8.2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3302","Carmen Sandiego","SHOW",2019,"TV-Y7",25,"['animation', 'action', 'thriller', 'family']","['US']",4,7.9,5744,16.916,8.1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"3303","Toy Boy","SHOW",2019,"TV-MA",61,"['drama', 'thriller', 'crime', 'action']","['ES']",2,6.5,7526,23.996,7.7,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"3307","Vagabond","SHOW",2019,"TV-MA",63,"['drama', 'thriller', 'romance', 'action']","['KR']",1,8.2,7982,29.264,8.475,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"3312","Aunty Donna's Big Ol House of Fun","SHOW",2020,"TV-MA",20,"['comedy']","['AU']",1,7.9,6318,4.316,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3313","Caliphate","SHOW",2020,"TV-MA",48,"['drama', 'war', 'thriller', 'crime']","['SE']",1,8.2,18134,12.662,7.3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"3314","Heaven Official's Blessing","SHOW",2020,"TV-14",24,"['scifi', 'drama', 'action', 'animation']","['CN', 'US']",1,8.2,1475,7.437,8.6,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"3316","Wizards: Tales of Arcadia","SHOW",2020,"TV-Y7",24,"['action', 'comedy', 'scifi', 'animation']","['US']",1,NA,NA,27.027,8.303,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"3319","Astronomy Club: The Sketch Show","SHOW",2019,"TV-MA",20,"['comedy']","['US']",1,6.9,598,1.4,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3323","Grand Army","SHOW",2020,"TV-MA",52,"['drama']","['US']",1,7.4,6723,9.697,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3324","Next in Fashion","SHOW",2020,"TV-14",50,"['reality']","['US']",1,7.3,3646,4.72,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3325","Persona","SHOW",2019,"TV-MA",22,"['drama']","['KR']",2,6.6,1196,5.056,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3326","Killer Inside: The Mind of Aaron Hernandez","SHOW",2020,"TV-MA",67,"['documentation', 'crime', 'sport']","['US']",1,7.4,16934,7.173,7.4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3332","Garth Brooks: The Road I'm On","SHOW",2019,"TV-PG",86,"['documentation', 'reality']","['US']",1,7.4,287,0.699,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3333","Biohackers","SHOW",2020,"TV-MA",42,"['drama', 'scifi', 'action', 'thriller']","['DE']",2,6.8,9577,11.461,7.5,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
"3334","The I-Land","SHOW",2019,"TV-MA",40,"['drama', 'scifi', 'reality']","['US']",1,4.6,16918,16.064,5.66,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3336","The Mind, Explained","SHOW",2019,"TV-14",22,"['documentation']","['US']",2,8,5312,9.751,7.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3338","Carole & Tuesday","SHOW",2019,"TV-PG",24,"['scifi', 'drama', 'animation', 'music']","['JP']",1,7.8,2038,9.913,7.4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
"3339","Arthdal Chronicles","SHOW",2019,"",80,"['drama', 'action', 'fantasy', 'history', 'romance']","['KR']",3,8.3,4351,16.156,8.114,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
"3340","Green Eggs and Ham","SHOW",2019,"TV-Y7",28,"['animation', 'comedy', 'action', 'family', 'drama', 'fantasy', 'romance']","['US']",2,8.1,2631,13.878,8.6,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
"3341","Challenger: The Final Flight","SHOW",2020,"TV-14",45,"['documentation', 'history']","['US']",1,7.8,6927,14.707,7.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"3344","Unabomber: In His Own Words","SHOW",2020,"TV-MA",44,"['crime', 'documentation']","['US']",1,7.2,3446,4.465,7.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3345","Song Exploder","SHOW",2020,"TV-MA",25,"['documentation', 'music']","['US']",2,7.4,776,1.366,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3346","Dragons: Rescue Riders","SHOW",2019,"TV-Y",24,"['action', 'comedy', 'family', 'fantasy', 'animation', 'scifi']","['US']",2,5.9,314,10.237,7,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
"3348","The Ghost Bride","SHOW",2020,"TV-14",51,"['drama']","['TW', 'MY']",1,6.2,739,7.036,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3351","Hoops","SHOW",2020,"",26,"['comedy', 'animation']","['US']",1,NA,NA,7.627,7.226,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3355","7SEEDS","SHOW",2019,"TV-MA",25,"['scifi', 'drama', 'animation', 'romance', 'action', 'horror']","['JP']",2,6.3,1420,32.402,8,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
"3356","Mr. Iglesias","SHOW",2019,"TV-14",29,"['comedy']","['US']",3,7.1,6857,7.974,7.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3357","Paranormal","SHOW",2020,"TV-14",51,"['scifi']","['EG']",1,NA,NA,9.125,7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3358","Gameboys","SHOW",2020,"TV-14",27,"['drama', 'romance']","['PH']",2,8.4,1118,8.164,8.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3359","The Liberator","SHOW",2020,"TV-MA",49,"['action', 'drama', 'war', 'animation']","['US']",1,7.5,6128,19.173,7.1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"3362","The Baby-Sitters Club","SHOW",2020,"TV-G",27,"['comedy', 'drama', 'family']","['US']",2,7.3,3966,29.598,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3363","Get Even","SHOW",2020,"TV-PG",27,"['crime', 'drama']","['GB']",1,NA,NA,20.057,7.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3364","The Gift","SHOW",2019,"TV-MA",43,"['thriller', 'drama', 'scifi', 'fantasy']","['TR']",3,7,21802,16.327,7.7,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"3365","Prank Encounters","SHOW",2019,"TV-MA",23,"['reality', 'comedy', 'horror', 'scifi']","['US']",2,5.2,2728,15.251,7.3,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"3367","Trinkets","SHOW",2019,"TV-MA",26,"['drama', 'comedy', 'crime']","['US']",2,7,10725,17.648,8.089,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3372","Ju-On: Origins","SHOW",2020,"TV-MA",29,"['drama', 'horror']","['JP']",1,6.1,4546,20.607,6.8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3373","Dolly Parton's Heartstrings","SHOW",2019,"TV-14",66,"['drama', 'music', 'comedy']","['US']",1,7.6,2107,4.747,7.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3374","The Duchess","SHOW",2020,"TV-MA",24,"['comedy', 'drama']","['GB']",1,NA,NA,5.557,7.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3375","October Faction","SHOW",2020,"TV-MA",41,"['horror', 'scifi', 'drama', 'fantasy']","['US']",1,6.1,10961,8.382,6.8,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"3376","Hache","SHOW",2019,"TV-MA",45,"['crime', 'drama', 'thriller']","['ES']",2,6.5,1638,14.23,6.6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3380","Medical Police","SHOW",2020,"TV-MA",24,"['comedy']","['US']",1,5.9,4203,9.85,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3381","My Unfamiliar Family","SHOW",2020,"TV-14",73,"['drama']","['KR']",1,7.8,109,15.464,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3382","Puerta 7","SHOW",2020,"TV-MA",41,"['crime', 'drama', 'thriller']","['AR']",1,5.6,560,6.19,7.1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3383","The Last Kids on Earth","SHOW",2019,"",35,"['animation', 'comedy', 'family', 'horror', 'scifi']","['US']",4,7.2,1358,13.206,8.4,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"3385","The Barrier","SHOW",2020,"TV-MA",53,"['scifi', 'fantasy', 'thriller', 'action', 'drama', 'war']","['ES']",1,6.8,3506,21.052,7.1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1
"3386","Valeria","SHOW",2020,"TV-MA",41,"['comedy', 'drama', 'romance']","['ES']",2,6.5,5701,24.53,7.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3387","Trash Truck","SHOW",2020,"TV-Y",14,"['animation']","['US']",2,NA,NA,6.731,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"3392","The Bonfire of Destiny","SHOW",2019,"TV-MA",50,"['drama', 'history']","['FR']",1,7.6,4560,10.26,7.4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3394","Gentefied","SHOW",2020,"TV-MA",30,"['comedy', 'drama']","['US']",2,7.3,2697,3.205,7.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3396","Mystic Pop-up Bar","SHOW",2020,"",70,"['drama', 'scifi', 'comedy', 'fantasy']","['KR']",1,8,2073,7.735,8.286,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"3397","BNA","SHOW",2020,"TV-14",24,"['scifi', 'action', 'animation', 'fantasy']","['JP']",1,7.2,2605,18.263,8.4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"3399","Designated Survivor: 60 Days","SHOW",2019,"",74,"['thriller', 'war', 'drama', 'crime']","['KR']",1,8.1,1274,7.252,8.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"3401","Trial by Media","SHOW",2020,"TV-MA",62,"['crime', 'documentation']","['US']",1,7.1,3172,2.792,7.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3402","Cannon Busters","SHOW",2019,"TV-MA",24,"['scifi', 'action', 'animation', 'fantasy']","['US', 'FR', 'JP']",1,6.6,1200,4.263,6.4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
"3405","Good Morning, Verônica","SHOW",2020,"TV-MA",45,"['crime', 'drama', 'thriller']","['BR']",2,7.5,3673,13.922,7.4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3406","AJ and the Queen","SHOW",2020,"TV-14",51,"['comedy', 'drama']","['US']",1,7.4,8129,10.486,7.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3407","Chef's Table: BBQ","SHOW",2020,"TV-14",44,"['documentation']","['US']",1,7.8,1006,3.433,7.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3408","Gigantosaurus","SHOW",2019,"TV-G",13,"['animation']","['FR', 'US']",3,6.4,173,10.686,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3409","Rainbow High","SHOW",2020,"TV-Y",6,"['comedy', 'family', 'animation']","['US']",3,5.8,141,2.632,9.8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"3410","Turn Up Charlie","SHOW",2019,"TV-MA",27,"['comedy', 'drama', 'music']","['GB']",1,7,7431,5.235,7.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3416","Sneakerheads","SHOW",2020,"",30,"['comedy']","['US']",1,NA,NA,8.927,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3417","Family Business","SHOW",2019,"TV-MA",33,"['comedy', 'family']","['FR']",3,7.4,4051,12.624,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"3418","The Eddy","SHOW",2020,"TV-MA",58,"['drama', 'music']","['FR', 'US']",1,7.1,2926,8.046,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"3419","Kevin Hart: Don't F**k This Up","SHOW",2019,"TV-MA",32,"['documentation']","['US']",1,6.4,2020,1.443,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3423","The Mess You Leave Behind","SHOW",2020,"TV-MA",45,"['crime', 'drama', 'thriller']","['ES']",1,6.7,9053,27.981,6.916,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3424","Nisman. The Prosecutor, the President and the Spy","SHOW",2019,"",62,"['history', 'thriller', 'documentation', 'crime']","['AR']",1,7.6,581,1.923,6.6,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"3425","Love 101","SHOW",2020,"TV-14",46,"['drama', 'romance', 'comedy']","['TR']",2,7.5,14206,14.642,8.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"3429","The Confession Killer","SHOW",2019,"TV-14",48,"['crime', 'documentation']","['US']",1,7.4,8984,4.44,7.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3430","Kota Factory","SHOW",2019,"TV-MA",39,"['drama', 'comedy']","['IN']",2,9.1,69316,9.584,8.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3432","Broken","SHOW",2019,"",60,"['documentation']","['US']",1,NA,NA,2.361,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3435","A Love So Beautiful","SHOW",2020,"",23,"['comedy', 'drama']","['KR']",1,NA,NA,73.064,8.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3436","Lenox Hill","SHOW",2020,"TV-MA",48,"['documentation']","['US']",1,8.6,2311,6.268,6.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3438","Dream Home Makeover","SHOW",2020,"TV-G",27,"['reality']","['US']",3,5.6,1101,8.584,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3439","The Alcàsser Murders","SHOW",2019,"TV-MA",61,"['documentation', 'crime']","['ES']",1,7.1,2127,7.573,7.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3442","The Disappearance of Madeleine McCann","SHOW",2019,"TV-14",55,"['crime', 'documentation']","['GB']",1,6.6,10691,6.571,6.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3443","Connected","SHOW",2020,"TV-14",44,"['documentation', 'comedy']","['US']",1,7.5,1724,4.812,8.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3444","The InBESTigators","SHOW",2019,"",19,"['comedy', 'crime', 'family']","['AU']",2,8.1,804,7.564,8.8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"3447","Freud","SHOW",2020,"TV-MA",53,"['drama']","['DE', 'AT']",1,NA,NA,11.518,7.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3449","Black Space","SHOW",2020,"TV-MA",46,"['crime', 'drama', 'thriller']","['IL']",2,6.7,1834,4.268,7.3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3450","Interior Design Masters","SHOW",2019,"",54,"['reality']","['GB']",3,6.4,1420,3.167,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"3451","No Good Nick","SHOW",2019,"TV-PG",29,"['comedy', 'family', 'drama']","['US']",2,5.9,2920,11.386,7.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3453","History 101","SHOW",2020,"TV-PG",22,"['documentation', 'history']","['GB']",2,6.8,4100,7.172,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3459","Trailer Park Boys: The Animated Series","SHOW",2019,"TV-MA",25,"['animation', 'comedy']","['CA']",2,7.5,2983,12.449,7.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"3460","The Great Heist","SHOW",2020,"TV-MA",42,"['crime', 'drama', 'thriller']","['CO']",1,7.3,2561,22.871,7.3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"3467","The Least Expected Day: Inside the Movistar Team 2019","SHOW",2020,"TV-MA",30,"['documentation', 'sport']","['ES']",3,7.4,765,3.051,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
